,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
45,Shot Chart Detail,0042000231,73,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,5,8,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,0,1,0,20210607,PHX,DEN
46,Shot Chart Detail,0042000231,89,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,3,54,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-244,-22,1,0,20210607,PHX,DEN
47,Shot Chart Detail,0042000231,208,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,7,30,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-3,34,1,1,20210607,PHX,DEN
48,Shot Chart Detail,0042000231,263,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,2,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,228,114,1,1,20210607,PHX,DEN
49,Shot Chart Detail,0042000231,276,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,1,24,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-227,-13,1,0,20210607,PHX,DEN
50,Shot Chart Detail,0042000231,528,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,5,7,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,29,1,0,20210607,PHX,DEN
51,Shot Chart Detail,0042000231,542,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,2,52,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-181,169,1,1,20210607,PHX,DEN
52,Shot Chart Detail,0042000232,38,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,8,49,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,182,174,1,0,20210609,PHX,DEN
53,Shot Chart Detail,0042000232,123,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,1,34,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,17,125,1,0,20210609,PHX,DEN
54,Shot Chart Detail,0042000232,226,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,6,42,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,128,209,1,0,20210609,PHX,DEN
55,Shot Chart Detail,0042000232,236,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,5,22,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,10,1,0,20210609,PHX,DEN
56,Shot Chart Detail,0042000232,271,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,3,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,51,255,1,0,20210609,PHX,DEN
57,Shot Chart Detail,0042000232,278,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,2,22,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,104,229,1,1,20210609,PHX,DEN
58,Shot Chart Detail,0042000232,300,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,0,0,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,95,240,1,0,20210609,PHX,DEN
59,Shot Chart Detail,0042000233,26,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,9,34,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,57,106,1,0,20210611,DEN,PHX
60,Shot Chart Detail,0042000233,256,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,3,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,179,187,1,1,20210611,DEN,PHX
61,Shot Chart Detail,0042000233,277,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,2,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,207,141,1,1,20210611,DEN,PHX
62,Shot Chart Detail,0042000233,302,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,1,18,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,19,1,0,20210611,DEN,PHX
63,Shot Chart Detail,0042000233,593,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,1,27,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,13,1,0,20210611,DEN,PHX
64,Shot Chart Detail,0042000234,122,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,2,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,62,257,1,0,20210613,DEN,PHX
65,Shot Chart Detail,0042000234,130,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,1,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-140,210,1,0,20210613,DEN,PHX
66,Shot Chart Detail,0042000234,185,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,9,57,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-220,24,1,1,20210613,DEN,PHX
67,Shot Chart Detail,0042000234,190,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,9,25,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-199,156,1,1,20210613,DEN,PHX
68,Shot Chart Detail,0042000234,440,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,1,34,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-54,31,1,0,20210613,DEN,PHX
69,Shot Chart Detail,0042000234,452,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,0,41,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-63,253,1,1,20210613,DEN,PHX
70,Shot Chart Detail,0042000234,466,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,11,49,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,231,-10,1,1,20210613,DEN,PHX
71,Shot Chart Detail,0042000234,473,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,10,59,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,11,-63,91,1,0,20210613,DEN,PHX
72,Shot Chart Detail,0042000234,534,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,7,24,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,231,52,1,0,20210613,DEN,PHX
73,Shot Chart Detail,0042000234,542,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,6,41,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,27,55,1,1,20210613,DEN,PHX
