,PLAYER_ID,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,SEASON_TYPE,PLAYER_NAME,FG2M,FG2A,FG2_PCT,SEASON,TEAM_ABBREVIATION,LOCAL_AWAY
81,203991,22000451,2021-02-19,ATL vs. BOS,L,31,11,14,0.786,0,0,0.0,2,2,1.0,9,7,16,1,2,4,2,1,24,-4,Regular,"Capela, Clint",11,14,0.786,2020-21,ATL,LOCAL
82,203991,22000438,2021-02-17,ATL vs. BOS,W,33,10,13,0.769,0,0,0.0,4,8,0.5,4,9,13,0,0,1,1,3,24,9,Regular,"Capela, Clint",10,13,0.769,2020-21,ATL,AWAY
83,203991,22000422,2021-02-15,ATL vs. NYK,L,36,7,11,0.636,0,0,0.0,1,2,0.5,6,12,18,1,1,2,2,3,15,-6,Regular,"Capela, Clint",7,11,0.636,2020-21,ATL,LOCAL
84,203991,22000407,2021-02-13,ATL vs. IND,L,28,12,17,0.706,0,0,0.0,0,0,0.0,3,7,10,1,1,1,0,0,24,12,Regular,"Capela, Clint",12,17,0.706,2020-21,ATL,AWAY
85,203991,22000397,2021-02-12,ATL vs. SAS,L,21,7,11,0.636,0,0,0.0,0,0,0.0,3,8,11,0,1,2,1,2,14,-28,Regular,"Capela, Clint",7,11,0.636,2020-21,ATL,LOCAL
86,203991,22000384,2021-02-10,ATL vs. DAL,L,21,2,3,0.667,0,0,0.0,2,4,0.5,2,5,7,0,1,1,4,5,6,1,Regular,"Capela, Clint",2,3,0.667,2020-21,ATL,AWAY
87,203991,22000356,2021-02-06,ATL vs. TOR,W,29,10,13,0.769,0,0,0.0,3,5,0.6,3,13,16,0,0,4,1,2,23,10,Regular,"Capela, Clint",10,13,0.769,2020-21,ATL,LOCAL
88,203991,22000338,2021-02-04,ATL vs. UTA,L,27,3,14,0.214,0,0,0.0,0,0,0.0,8,9,17,1,0,0,1,4,6,-20,Regular,"Capela, Clint",3,14,0.214,2020-21,ATL,LOCAL
89,203991,22000330,2021-02-03,ATL vs. DAL,L,30,5,8,0.625,0,0,0.0,0,2,0.0,3,10,13,2,2,3,3,4,10,-15,Regular,"Capela, Clint",5,8,0.625,2020-21,ATL,AWAY
90,203991,22000313,2021-02-01,ATL vs. LAL,L,30,8,11,0.727,0,0,0.0,0,0,0.0,4,9,13,1,1,3,2,3,16,1,Regular,"Capela, Clint",8,11,0.727,2020-21,ATL,AWAY
91,203991,22000290,2021-01-29,ATL vs. WAS,W,30,6,14,0.429,0,0,0.0,1,1,1.0,5,9,14,3,0,3,1,2,13,15,Regular,"Capela, Clint",6,14,0.429,2020-21,ATL,LOCAL
92,203991,22000274,2021-01-27,ATL vs. BKN,L,30,4,10,0.4,0,0,0.0,1,2,0.5,6,5,11,0,0,2,0,2,9,19,Regular,"Capela, Clint",4,10,0.4,2020-21,ATL,LOCAL
93,203991,22000268,2021-01-26,ATL vs. LAC,W,35,6,11,0.545,0,0,0.0,1,2,0.5,8,10,18,1,2,2,3,3,13,2,Regular,"Capela, Clint",6,11,0.545,2020-21,ATL,AWAY
94,203991,22000236,2021-01-22,ATL vs. MIN,W,30,5,11,0.455,0,0,0.0,3,6,0.5,7,12,19,0,1,10,0,0,13,14,Regular,"Capela, Clint",5,11,0.455,2020-21,ATL,LOCAL
95,203991,22000219,2021-01-20,ATL vs. DET,W,39,10,18,0.556,0,0,0.0,7,12,0.583,12,14,26,2,1,5,0,2,27,17,Regular,"Capela, Clint",10,18,0.556,2020-21,ATL,AWAY
